205,48,0,0.0,1
232,60,1,0.0,1
236,61,1,0.0,1
303,92,11,0.0,1
300,90,12,0.0,1
240,63,2,0.0,1
237,61,2,0.0,1
233,60,2,0.0,1
206,49,2,0.0,1
100,44,2,0.0,1
204,47,3,0.0,1
238,61,3,0.0,1
298,89,12,0.0,1
304,92,28,0.0,1
305,92,40,0.0,1
291,86,14,0.0,1
289,86,13,0.0,1
299,89,27,0.0,1
293,88,28,0.0,1
294,88,33,0.0,1
295,88,34,0.0,1
296,88,35,0.0,1
297,88,37,0.0,1
280,78,39,0.0,1
281,78,27,0.0,1
286,82,18,0.0,1
272,75,11,0.0,1
212,52,11,0.0,1
215,53,12,0.0,1
284,81,19,0.0,1
282,79,18,0.0,1
261,73,14,0.0,1
276,77,17,0.0,1
279,78,18,0.0,1
277,77,21,0.0,1
247,67,21,0.0,1
223,55,21,0.0,1
220,55,9,0.0,1
256,70,9,0.0,1
241,63,4,0.0,1
239,61,4,0.0,1
234,60,4,0.0,1
211,51,4,0.0,1
207,49,5,0.0,1
235,60,5,0.0,1
243,64,5,0.0,1
244,64,6,0.0,1
242,63,6,0.0,1
231,59,6,0.0,1
213,52,7,0.0,1
290,84,8,0.0,1
252,69,8,0.0,1
214,53,8,0.0,1
208,49,22,0.0,1
274,76,28,0.0,1
275,76,32,0.0,1
278,77,38,0.0,1
267,73,23,0.0,1
229,59,23,0.0,1
219,54,23,0.0,1
250,68,24,0.0,1
260,72,24,0.0,1
264,73,24,0.0,1
271,74,24,0.0,1
265,73,30,0.0,1
270,74,31,0.0,1
266,73,41,0.0,1
259,72,29,0.0,1
257,70,25,0.0,1
258,71,39,0.0,1
255,69,30,0.0,1
254,69,28,0.0,1
248,67,27,0.0,1
224,55,27,0.0,1
251,68,30,0.0,1
225,55,30,0.0,1
246,65,36,0.0,1
230,59,39,0.0,1
226,56,38,0.0,1
217,53,34,0.0,1
210,51,27,0.0,1
101,46,17,0.0,1
99,41,17,0.0,1
228,58,41,0.0,1
200,46,34,0.0,1
96,38,23,0.0,1
98,40,24,0.0,1
218,53,43,0.0,1
93,45,41,0.0,1
91,39,38,0.0,1
285,81,33,0.0,1
288,82,26,0.0,1
287,82,25,0.0,1
269,74,19,0.0,1
245,65,19,0.0,1
209,51,17,0.0,1
216,53,15,0.0,1
227,58,18,0.0,1
263,73,18,0.0,1
273,76,17,0.0,1
222,55,16,0.0,1
221,55,15,0.0,1
249,68,16,0.0,1
253,69,16,0.0,1
262,73,15,0.0,1
301,90,20,0.0,1
