73,26,0,0.0,1
12,4,0,0.0,1
2,1,1,0.0,1
6,2,1,0.0,1
24,8,1,0.0,1
77,30,1,0.0,1
97,40,2,0.0,1
42,16,2,0.0,1
20,7,2,0.0,1
3,1,2,0.0,1
0,0,3,0.0,1
4,1,3,0.0,1
8,3,3,0.0,1
21,7,3,0.0,1
43,16,3,0.0,1
74,26,3,0.0,1
53,20,4,0.0,1
44,16,4,0.0,1
35,13,4,0.0,1
16,5,6,0.0,1
39,15,6,0.0,1
54,20,6,0.0,1
94,36,7,0.0,1
57,21,7,0.0,1
38,14,7,0.0,1
1,0,7,0.0,1
13,4,8,0.0,1
31,12,8,0.0,1
36,13,8,0.0,1
26,10,9,0.0,1
25,8,9,0.0,1
17,5,9,0.0,1
9,3,9,0.0,1
7,2,9,0.0,1
27,10,10,0.0,1
40,15,10,0.0,1
45,16,10,0.0,1
58,21,10,0.0,1
37,13,12,0.0,1
22,7,11,0.0,1
28,10,12,0.0,1
32,12,13,0.0,1
49,18,13,0.0,1
52,19,13,0.0,1
76,28,14,0.0,1
55,20,15,0.0,1
50,18,14,0.0,1
46,16,15,0.0,1
48,17,15,0.0,1
56,20,17,0.0,1
51,18,17,0.0,1
30,11,16,0.0,1
29,10,16,0.0,1
18,5,16,0.0,1
14,4,16,0.0,1
10,3,17,0.0,1
33,12,17,0.0,1
41,15,19,0.0,1
15,4,18,0.0,1
5,1,19,0.0,1
11,3,19,0.0,1
34,12,19,0.0,1
75,27,21,0.0,1
78,30,21,0.0,1
95,36,29,0.0,1
79,30,22,0.0,1
23,7,20,0.0,1
19,6,21,0.0,1
88,34,37,0.0,1
89,34,38,0.0,1
87,33,34,0.0,1
72,27,24,0.0,1
61,5,23,0.0,1
69,16,24,0.0,1
81,16,40,0.0,1
65,9,25,0.0,1
67,13,27,0.0,1
68,13,29,0.0,1
71,23,31,0.0,1
86,26,34,0.0,1
66,11,29,0.0,1
64,7,28,0.0,1
63,6,28,0.0,1
60,2,28,0.0,1
59,1,28,0.0,1
70,20,32,0.0,1
83,22,34,0.0,1
62,5,30,0.0,1
80,8,43,0.0,1
47,17,5,0.0,1
