173, 35, 59, 4
118, 4, 66, 2
105, 0, 84, 3
190, 39, 76, 3
162, 25, 83, 4
151, 19, 91, 3
120, 5, 50, 2
145, 18, 55, 3
130, 9, 88, 2
164, 28, 83, 2
183, 37, 93, 3
117, 4, 58, 1
111, 2, 66, 2
381, 47, 84, 1
169, 31, 86, 4
165, 28, 84, 1
196, 43, 72, 1
170, 32, 88, 4
174, 35, 72, 3
155, 22, 51, 4
132, 10, 69, 2
84, 23, 41, 4
122, 5, 91, 4
198, 45, 84, 1
167, 30, 49, 2
114, 3, 83, 2
141, 16, 87, 1
104, 0, 74, 2
143, 17, 84, 1
197, 44, 76, 3
202, 46, 80, 2
199, 45, 88, 2
194, 42, 60, 1
161, 25, 89, 3
179, 36, 68, 2
152, 20, 51, 2
172, 34, 59, 3
131, 10, 47, 2
154, 21, 77, 3
110, 2, 62, 4
113, 3, 79, 4
140, 16, 79, 2
121, 5, 83, 3
137, 15, 70, 2
115, 4, 51, 2
139, 15, 80, 3
108, 1, 79, 1
157, 23, 54, 1
116, 4, 53, 1
175, 35, 77, 3
187, 39, 51, 1
82, 17, 44, 3
125, 6, 58, 2
163, 27, 57, 1
156, 22, 93, 1
102, 0, 62, 4
138, 15, 71, 2
103, 0, 73, 2
177, 36, 51, 4
150, 19, 63, 4
136, 14, 82, 3
180, 36, 75, 3
146, 18, 59, 2
85, 24, 44, 3
185, 38, 51, 1
133, 11, 93, 2
184, 38, 49, 2
135, 12, 80, 4
128, 9, 70, 4
92, 39, 45, 4
123, 6, 55, 4
124, 6, 56, 1
106, 0, 85, 1
127, 8, 88, 1
107, 0, 87, 1
142, 17, 76, 3
195, 42, 76, 2
201, 46, 72, 2
168, 31, 68, 2
126, 6, 88, 2
112, 2, 67, 3
192, 40, 47, 1
159, 24, 75, 4
153, 20, 57, 3
191, 39, 84, 1
171, 33, 81, 1
158, 23, 86, 2
134, 12, 76, 1
109, 2, 47, 1
181, 37, 80, 1
203, 46, 89, 3
119, 4, 76, 1
129, 9, 83, 4
160, 24, 84, 4
149, 18, 87, 3
90, 36, 39, 4
188, 39, 52, 3
147, 18, 92, 4
166, 29, 85, 2
144, 17, 88, 2
178, 36, 56, 4
186, 38, 90, 1
182, 37, 90, 1
176, 36, 47, 2
148, 18, 78, 3
189, 39, 62, 3
193, 40, 74, 2
