283,79,46,0.0,1
302,90,42,0.0,1
292,87,43,0.0,1
406,93,55,0.0,1
407,93,57,0.0,1
378,93,59,0.0,1
379,93,65,0.0,1
347,93,70,0.0,1
346,92,77,0.0,1
348,93,93,0.0,1
345,91,82,0.0,1
344,91,81,0.0,1
343,91,70,0.0,1
405,91,56,0.0,1
404,91,53,0.0,1
403,91,51,0.0,1
397,68,48,0.0,1
390,62,49,0.0,1
342,88,88,0.0,1
341,88,81,0.0,1
394,66,50,0.0,1
402,79,52,0.0,1
336,86,75,0.0,1
338,87,77,0.0,1
339,87,81,0.0,1
337,86,87,0.0,1
340,87,90,0.0,1
335,85,92,0.0,1
334,85,90,0.0,1
395,67,52,0.0,1
400,75,53,0.0,1
376,84,60,0.0,1
375,83,68,0.0,1
377,84,68,0.0,1
331,83,71,0.0,1
332,83,82,0.0,1
333,84,91,0.0,1
374,80,68,0.0,1
327,80,76,0.0,1
330,81,76,0.0,1
328,80,87,0.0,1
329,80,89,0.0,1
326,79,71,0.0,1
392,63,56,0.0,1
399,73,63,0.0,1
373,74,64,0.0,1
401,78,66,0.0,1
324,78,84,0.0,1
322,77,85,0.0,1
323,77,87,0.0,1
325,78,91,0.0,1
321,76,76,0.0,1
320,76,74,0.0,1
372,70,61,0.0,1
369,69,60,0.0,1
382,52,58,0.0,1
357,62,76,0.0,1
314,74,73,0.0,1
368,68,60,0.0,1
353,61,59,0.0,1
366,67,60,0.0,1
370,69,63,0.0,1
371,69,64,0.0,1
398,72,66,0.0,1
354,62,61,0.0,1
350,60,61,0.0,1
386,54,61,0.0,1
355,62,62,0.0,1
396,67,66,0.0,1
364,66,66,0.0,1
359,63,63,0.0,1
387,55,63,0.0,1
391,62,65,0.0,1
356,62,66,0.0,1
393,63,68,0.0,1
360,64,70,0.0,1
349,59,68,0.0,1
389,56,70,0.0,1
351,60,74,0.0,1
317,75,76,0.0,1
318,75,77,0.0,1
315,74,83,0.0,1
316,74,84,0.0,1
319,75,93,0.0,1
313,73,88,0.0,1
312,73,86,0.0,1
311,73,85,0.0,1
310,73,79,0.0,1
309,73,76,0.0,1
306,70,75,0.0,1
308,72,77,0.0,1
307,71,86,0.0,1
367,67,82,0.0,1
361,64,78,0.0,1
363,65,83,0.0,1
365,66,91,0.0,1
362,64,80,0.0,1
358,62,89,0.0,1
380,47,66,0.0,1
352,60,86,0.0,1
384,53,84,0.0,1
388,55,87,0.0,1
385,53,88,0.0,1
383,52,90,0.0,1
