144, 38, 31, 2
116, 30, 28, 1
147, 39, 31, 4
141, 37, 31, 4
140, 37, 14, 1
149, 41, 16, 1
9, 4, 6, 2
90, 25, 14, 2
19, 7, 29, 2
91, 25, 38, 2
157, 44, 17, 2
64, 19, 14, 2
28, 11, 18, 1
155, 43, 28, 1
66, 19, 27, 1
131, 34, 27, 2
126, 33, 22, 2
110, 29, 10, 2
94, 26, 2, 2
48, 16, 8, 1
73, 20, 30, 4
119, 31, 2, 1
0, 1, 30, 2
146, 39, 14, 2
104, 28, 25, 1
1, 1, 41, 1
10, 4, 32, 2
145, 39, 3, 2
115, 30, 21, 1
151, 42, 9, 2
67, 19, 35, 2
38, 14, 8, 1
43, 15, 0, 1
158, 44, 20, 2
29, 11, 29, 1
86, 24, 3, 2
136, 36, 13, 3
54, 17, 3, 3
135, 35, 26, 1
106, 28, 45, 4
142, 37, 47, 1
152, 42, 13, 1
30, 11, 31, 1
65, 19, 15, 2
77, 21, 8, 1
111, 29, 25, 2
154, 42, 31, 2
3, 2, 42, 2
88, 24, 37, 3
49, 16, 15, 2
39, 14, 40, 2
4, 2, 43, 2
123, 32, 23, 2
57, 17, 31, 2
101, 27, 38, 4
25, 10, 32, 3
61, 18, 41, 2
148, 40, 14, 1
105, 28, 35, 4
6, 3, 37, 2
2, 2, 35, 1
117, 30, 29, 2
120, 31, 35, 2
137, 36, 24, 2
76, 21, 5, 2
100, 27, 2, 2
72, 20, 13, 4
130, 34, 13, 2
44, 15, 2, 2
153, 42, 19, 2
87, 24, 21, 2
159, 47, 13, 4
74, 20, 38, 2
71, 20, 12, 4
12, 5, 7, 2
156, 44, 9, 2
83, 23, 12, 4
55, 17, 18, 2
134, 35, 1, 4
95, 26, 19, 2
84, 23, 19, 3
36, 13, 25, 4
56, 17, 29, 3
80, 22, 28, 2
150, 41, 27, 2
