74.734375,21.328125
154,61,35,0.0,1
150,60,35,0.0,1
149,60,34,0.0,1
153,61,34,0.0,1
136,52,1,0.0,1
176,76,4,0.0,1
146,58,13,0.0,1
127,47,19,0.0,1
165,69,29,0.0,1
164,68,27,0.0,1
161,67,30,0.0,1
166,69,33,0.0,1
158,66,31,0.0,1
167,69,39,0.0,1
140,54,42,0.0,1
139,53,45,0.0,1
155,63,44,0.0,1
208,95,43,0.0,1
218,97,13,0.0,1
216,97,3,0.0,1
210,96,4,0.0,1
217,97,4,0.0,1
148,59,3,0.0,1
163,68,10,0.0,1
170,72,12,0.0,1
192,86,6,0.0,1
211,96,12,0.0,1
212,96,16,0.0,1
187,85,12,0.0,1
184,82,13,0.0,1
199,90,18,0.0,1
185,83,17,0.0,1
200,91,23,0.0,1
188,85,20,0.0,1
