66,5
145,39,3,0.0,1
156,44,9,0.0,1
151,42,9,0.0,1
148,40,14,0.0,1
149,41,16,0.0,1
159,47,13,0.0,1
152,42,13,0.0,1
153,42,19,0.0,1
157,44,17,0.0,1
296,89,1,0.0,1
178,55,12,0.0,1
167,51,12,0.0,1
168,51,13,0.0,1
158,44,20,0.0,1
181,57,9,0.0,1
260,80,4,0.0,1
268,83,5,0.0,1
257,79,5,0.0,1
207,66,5,0.0,1
197,64,5,0.0,1
183,58,9,0.0,1
186,59,11,0.0,1
184,58,11,0.0,1
165,50,19,0.0,1
191,62,6,0.0,1
287,87,7,0.0,1
240,74,7,0.0,1
190,61,12,0.0,1
192,62,14,0.0,1
174,53,19,0.0,1
262,81,10,0.0,1
258,79,9,0.0,1
213,68,9,0.0,1
198,64,9,0.0,1
201,65,11,0.0,1
199,64,12,0.0,1
202,65,15,0.0,1
188,60,19,0.0,1
297,89,11,0.0,1
214,68,15,0.0,1
203,65,18,0.0,1
200,64,20,0.0,1
234,73,13,0.0,1
218,69,18,0.0,1
241,74,20,0.0,1
247,76,18,0.0,1
155,43,28,0.0,1
169,51,32,0.0,1
