112, 29, 61, 1
17, 6, 74, 2
103, 27, 87, 2
47, 15, 87, 3
46, 15, 70, 2
40, 14, 60, 2
11, 4, 55, 1
20, 8, 75, 1
34, 12, 82, 2
129, 33, 88, 2
63, 18, 66, 3
143, 37, 83, 1
82, 22, 73, 2
70, 19, 87, 2
132, 34, 82, 2
24, 9, 71, 2
118, 30, 59, 2
8, 3, 72, 2
127, 33, 53, 3
45, 15, 60, 1
122, 31, 50, 1
42, 14, 74, 1
107, 28, 55, 2
78, 21, 62, 2
52, 16, 85, 2
92, 25, 57, 2
133, 34, 88, 2
85, 23, 75, 2
121, 31, 48, 2
59, 17, 61, 1
96, 26, 61, 2
32, 12, 49, 3
22, 8, 80, 2
75, 20, 70, 2
108, 28, 68, 1
79, 21, 73, 2
113, 29, 69, 3
16, 6, 57, 2
62, 18, 55, 1
7, 3, 57, 2
33, 12, 71, 2
138, 36, 69, 2
23, 8, 89, 2
58, 17, 46, 2
69, 19, 85, 2
97, 26, 84, 3
98, 26, 86, 1
13, 5, 45, 2
128, 33, 79, 3
81, 22, 70, 1
37, 13, 87, 2
26, 10, 53, 2
139, 36, 75, 2
5, 2, 51, 4
14, 5, 79, 1
18, 6, 76, 2
60, 17, 77, 2
89, 24, 50, 2
124, 32, 61, 3
99, 26, 87, 2
53, 16, 86, 2
114, 29, 76, 2
50, 16, 79, 1
51, 16, 83, 2
15, 5, 82, 1
41, 14, 73, 1
102, 27, 47, 2
21, 8, 78, 2
31, 11, 79, 1
35, 12, 84, 2
125, 32, 66, 3
27, 10, 87, 1
93, 25, 61, 2
68, 19, 82, 2
109, 28, 70, 2
