221, 69, 53, 3
293, 88, 79, 2
238, 73, 59, 2
242, 74, 47, 2
299, 89, 86, 1
273, 83, 69, 1
255, 78, 61, 2
210, 67, 45, 1
187, 59, 70, 1
229, 71, 81, 1
222, 70, 60, 1
294, 88, 81, 1
278, 84, 47, 1
173, 52, 82, 1
209, 66, 86, 3
206, 65, 89, 2
266, 82, 50, 3
223, 70, 67, 1
179, 56, 52, 1
196, 63, 69, 1
172, 52, 58, 3
230, 71, 84, 2
265, 81, 67, 2
166, 50, 62, 2
204, 65, 47, 4
224, 70, 82, 3
246, 75, 52, 1
282, 85, 79, 2
220, 69, 47, 3
160, 47, 52, 3
251, 77, 51, 2
254, 78, 50, 2
205, 65, 61, 1
279, 84, 58, 1
275, 83, 86, 2
243, 74, 76, 4
256, 78, 80, 2
171, 51, 78, 2
228, 71, 60, 2
185, 58, 83, 4
239, 73, 85, 2
227, 71, 54, 2
211, 67, 59, 2
177, 54, 83, 2
216, 68, 59, 1
180, 56, 77, 2
162, 48, 46, 1
274, 83, 74, 2
261, 80, 61, 1
182, 57, 59, 2
295, 88, 82, 2
176, 53, 72, 1
244, 74, 80, 1
215, 68, 53, 3
267, 82, 88, 4
272, 83, 63, 4
232, 72, 68, 2
290, 87, 45, 2
163, 48, 75, 1
175, 53, 62, 3
298, 89, 71, 3
292, 88, 47, 2
212, 67, 66, 2
291, 87, 76, 3
170, 51, 56, 2
161, 47, 61, 2
286, 86, 74, 1
285, 86, 67, 2
289, 87, 44, 2
271, 83, 52, 2
233, 72, 77, 2
231, 72, 49, 2
249, 76, 68, 2
280, 84, 69, 2
164, 48, 80, 2
217, 68, 67, 2
245, 74, 84, 3
270, 83, 49, 2
