377, 84, 68, 2
376, 84, 60, 2
335, 85, 92, 3
400, 75, 53, 1
313, 73, 88, 4
397, 68, 48, 1
382, 52, 58, 1
347, 93, 70, 3
312, 73, 86, 3
405, 91, 56, 1
379, 93, 65, 2
354, 62, 61, 2
350, 60, 61, 2
359, 63, 63, 2
338, 87, 77, 3
378, 93, 59, 2
292, 87, 43, 3
316, 74, 84, 3
391, 62, 65, 1
323, 77, 87, 4
283, 79, 46, 3
328, 80, 87, 3
306, 70, 75, 4
401, 78, 66, 1
373, 74, 64, 2
341, 88, 81, 3
403, 91, 51, 1
329, 80, 89, 3
327, 80, 76, 4
404, 91, 53, 1
398, 72, 66, 1
387, 55, 63, 1
331, 83, 71, 3
386, 54, 61, 1
307, 71, 86, 4
393, 63, 68, 1
319, 75, 93, 4
339, 87, 81, 3
332, 83, 82, 3
324, 78, 84, 4
333, 84, 91, 2
342, 88, 88, 3
330, 81, 76, 3
399, 73, 63, 1
308, 72, 77, 4
385, 53, 88, 1
355, 62, 62, 2
314, 74, 73, 3
394, 66, 50, 1
325, 78, 91, 4
375, 83, 68, 2
395, 67, 52, 1
351, 60, 74, 2
358, 62, 89, 2
336, 86, 75, 3
402, 79, 52, 1
389, 56, 70, 1
343, 91, 70, 3
362, 64, 80, 2
407, 93, 57, 1
334, 85, 90, 3
326, 79, 71, 4
369, 69, 60, 2
309, 73, 76, 4
406, 93, 55, 1
390, 62, 49, 1
383, 52, 90, 1
302, 90, 42, 2
346, 92, 77, 3
322, 77, 85, 4
349, 59, 68, 2
356, 62, 66, 2
337, 86, 87, 3
310, 73, 79, 3
353, 61, 59, 2
320, 76, 74, 4
365, 66, 91, 2
321, 76, 76, 4
363, 65, 83, 2
315, 74, 83, 3
384, 53, 84, 1
372, 70, 61, 2
371, 69, 64, 2
367, 67, 82, 2
388, 55, 87, 1
361, 64, 78, 2
392, 63, 56, 1
360, 64, 70, 2
352, 60, 86, 2
364, 66, 66, 2
345, 91, 82, 3
340, 87, 90, 3
348, 93, 93, 3
368, 68, 60, 2
317, 75, 76, 4
344, 91, 81, 3
366, 67, 60, 2
311, 73, 85, 4
318, 75, 77, 4
370, 69, 63, 2
374, 80, 68, 2
380, 47, 66, 1
396, 67, 66, 1
357, 62, 76, 2
