90,36,39,0.0,1
92,39,45,0.0,1
192,40,47,0.0,1
84,23,41,0.0,1
176,36,47,0.0,1
184,38,49,0.0,1
187,39,51,0.0,1
177,36,51,0.0,1
185,38,51,0.0,1
188,39,52,0.0,1
85,24,44,0.0,1
82,17,44,0.0,1
167,30,49,0.0,1
178,36,56,0.0,1
131,10,47,0.0,1
109,2,47,0.0,1
172,34,59,0.0,1
173,35,59,0.0,1
194,42,60,0.0,1
120,5,50,0.0,1
115,4,51,0.0,1
152,20,51,0.0,1
155,22,51,0.0,1
157,23,54,0.0,1
163,27,57,0.0,1
202,46,80,0.0,1
201,46,72,0.0,1
189,39,62,0.0,1
116,4,53,0.0,1
197,44,76,0.0,1
381,47,84,0.0,1
198,45,84,0.0,1
196,43,72,0.0,1
123,6,55,0.0,1
145,18,55,0.0,1
153,20,57,0.0,1
124,6,56,0.0,1
146,18,59,0.0,1
150,19,63,0.0,1
125,6,58,0.0,1
117,4,58,0.0,1
137,15,70,0.0,1
138,15,71,0.0,1
159,24,75,0.0,1
180,36,75,0.0,1
193,40,74,0.0,1
168,31,68,0.0,1
179,36,68,0.0,1
174,35,72,0.0,1
190,39,76,0.0,1
195,42,76,0.0,1
142,17,76,0.0,1
110,2,62,0.0,1
102,0,62,0.0,1
134,12,76,0.0,1
103,0,73,0.0,1
104,0,74,0.0,1
105,0,84,0.0,1
106,0,85,0.0,1
107,0,87,0.0,1
133,11,93,0.0,1
156,22,93,0.0,1
183,37,93,0.0,1
147,18,92,0.0,1
108,1,79,0.0,1
112,2,67,0.0,1
111,2,66,0.0,1
113,3,79,0.0,1
114,3,83,0.0,1
122,5,91,0.0,1
151,19,91,0.0,1
186,38,90,0.0,1
182,37,90,0.0,1
121,5,83,0.0,1
119,4,76,0.0,1
118,4,66,0.0,1
126,6,88,0.0,1
161,25,89,0.0,1
203,46,89,0.0,1
199,45,88,0.0,1
170,32,88,0.0,1
144,17,88,0.0,1
130,9,88,0.0,1
127,8,88,0.0,1
128,9,70,0.0,1
129,9,83,0.0,1
141,16,87,0.0,1
149,18,87,0.0,1
169,31,86,0.0,1
158,23,86,0.0,1
132,10,69,0.0,1
135,12,80,0.0,1
166,29,85,0.0,1
191,39,84,0.0,1
165,28,84,0.0,1
160,24,84,0.0,1
143,17,84,0.0,1
136,14,82,0.0,1
139,15,80,0.0,1
162,25,83,0.0,1
164,28,83,0.0,1
140,16,79,0.0,1
148,18,78,0.0,1
171,33,81,0.0,1
181,37,80,0.0,1
154,21,77,0.0,1
175,35,77,0.0,1
